PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
198,10/3/21,16:06:28,4,6,"Siharath, Virot",1000113088,Right,VCU_RAM,"Lucas, John",1000113018,Right,VCU_RAM,Undefined,5,Bottom,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,84.21738,0.085432,-2.667353,2194.474724,206.466812,1:00,5.56629,0.91806,6.75447,-20.68312,17.72076,8.17859,3.92082,-0.83855,76.37208,-3.91063,-1.177718,0.446025,,,,,,,,,,,,-5.08744,9.70721,-0.74577,50,5.56349,5.39784,-122.2898,-0.29712,-7.64318,25.8956,-17.59033,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,63f05d70-2485-11ec-8991-0d548696f4f1,84.50752,,,7.84531,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:06:28,2021-10-03T16:06:27.9130000-04:00,2021-10-03T20:06:27.9130000Z,,v3,471479,471479,,"Roney, Brendan",1000051227,Right,VCU_RAM,ce9f2d5a-4f88-4dbf-b1d3-9aba3f91d723,53.74038,-123.0793,12.9478,5.56437,0.23918,-8.79517,-0.91389,5.63087,-3.82159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
199,10/3/21,16:06:59,5,1,"Siharath, Virot",1000113088,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,5,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,84.21648,-3.558452,-3.179498,2225.580724,196.49799,12:30,5.42979,1.04296,6.71376,-17.79784,20.79521,5.76504,0.68457,-1.38605,76.72797,-6.994071,-2.130781,0.447122,,,,,,,,,,,,-3.96051,12.40725,-0.83414,50,5.18601,6.5666,-122.00458,-7.98417,-5.93202,25.41283,-13.59049,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,767df7e0-2485-11ec-8991-0d548696f4f1,84.30014,,,7.48851,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:06:59,2021-10-03T16:06:59.2690000-04:00,2021-10-03T20:06:59.2690000Z,,v3,471479,471479,,"Roney, Brendan",1000051227,Right,VCU_RAM,5bfa0bde-c388-43d6-8cd1-8c2241ce3d2d,53.78123,-122.78966,12.70641,5.42618,-7.56432,-6.79525,-1.03983,6.74986,-2.96601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
200,10/3/21,16:07:19,5,2,"Siharath, Virot",1000113088,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,5,Bottom,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,83.70956,0.262765,-2.517607,2117.969532,207.945388,1:00,5.3621,1.21374,6.85949,-21.40895,17.19414,8.44989,3.81778,-0.37858,76.11164,-3.869507,-0.975178,0.44718,,,,,,,,,,,,-5.16225,9.40508,-1.05559,50,5.37052,5.04068,-121.60399,0.06993,-7.69194,24.9405,-18.16019,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,82088710-2485-11ec-8991-0d548696f4f1,84.28915,,,7.59791,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:07:19,2021-10-03T16:07:18.6450000-04:00,2021-10-03T20:07:18.6450000Z,,v3,471479,471479,,"Roney, Brendan",1000051227,Right,VCU_RAM,cee4708b-5b2a-45f3-b968-c97a06da1ed7,53.63494,-122.34723,12.47025,5.36037,0.61112,-9.0801,-1.20922,5.26991,-3.84597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
201,10/3/21,16:07:37,5,3,"Siharath, Virot",1000113088,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,5,Bottom,1,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.01321,-0.897269,-1.144571,2214.427188,195.016587,12:30,5.3903,1.23506,6.31945,-19.21607,21.13686,5.28492,2.96234,0.62118,74.97943,-4.614621,-0.188568,0.457203,,,,,,,,,,,,-3.07492,11.6491,-1.15361,50,5.31522,2.20124,-120.46316,-2.33702,-4.46122,26.16446,-15.27312,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,8d1337e0-2485-11ec-8991-0d548696f4f1,82.44137,,,8.03378,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:07:37,2021-10-03T16:07:37.1260000-04:00,2021-10-03T20:07:37.1260000Z,,v3,471479,471479,,"Roney, Brendan",1000051227,Right,VCU_RAM,00cb49a8-d340-42ce-8693-10050ec9e7df,54.17345,-121.36624,13.08223,5.38678,-1.80986,-7.63656,-1.23225,2.35522,-2.23061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
202,10/3/21,16:07:54,5,4,"Siharath, Virot",1000113088,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,5,Bottom,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,82.94282,-2.540875,-2.335768,2220.311753,193.394643,12:30,5.38536,1.17802,6.7513,-19.35103,20.55458,4.54882,1.44832,-0.57774,74.993,-6.295033,-1.506757,0.454662,,,,,,,,,,,,-3.12689,12.07229,-1.02623,50,5.2106,4.74047,-120.2703,-5.75484,-4.5144,26.44508,-14.74485,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,974478a0-2485-11ec-8991-0d548696f4f1,82.90218,,,7.94983,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:07:54,2021-10-03T16:07:54.1820000-04:00,2021-10-03T20:07:54.1820000Z,,v3,471479,471479,,"Roney, Brendan",1000051227,Right,VCU_RAM,62f9cfb9-7436-4b5c-9845-485e752ab931,53.74217,-121.09033,13.22254,5.38196,-5.29762,-7.37243,-1.1754,4.88045,-2.2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
203,10/3/21,16:08:13,5,5,"Siharath, Virot",1000113088,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,5,Bottom,1,3,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,83.44944,-0.35988,-1.759434,2174.917523,213.229028,1:00,5.27112,1.2473,6.51602,-21.17942,18.42859,11.15977,3.17579,0.56236,75.40537,-4.443603,0.266403,0.452963,66.11615,47.599874,-134.034988,3902.498855,,,,181.42238,,-145.172875,2.947115,-6.39142,10.17292,-1.12912,50,5.23667,3.31047,-121.17115,-1.27687,-9.37853,26.55873,-17.24675,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,a2604070-2485-11ec-8991-0d548696f4f1,83.213,36.00245,,8.04407,,,,-0.768,2.624,-0.66112,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:08:13,2021-10-03T16:08:12.8060000-04:00,2021-10-03T20:08:12.8060000Z,Popup,v3,471479,471479,,"Roney, Brendan",1000051227,Right,VCU_RAM,544b19f4-6513-4774-afea-12f0f13dfa32,53.97967,-122.04031,13.27937,5.26922,-0.71245,-8.62337,-1.24248,3.6174,-4.68927,,-0.768,-45.45061,-3.64758,1.21529,-0.3293,0.08669,-0.02086,0.00324,4.00E-05,2.624,71.60801,-33.77899,5.22453,-1.18054,0.26969,-0.06723,0.01676,-0.00302,-0.66112,-47.00801,9.23105,-3.1116,0.84914,-0.22829,0.06218,-0.01616,0.00287,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
204,10/3/21,16:08:40,5,6,"Siharath, Virot",1000113088,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,5,Bottom,1,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,2,0,,82.95309,-1.795931,-1.361067,2091.016233,196.609318,12:30,5.29272,1.36465,6.55136,-19.93729,19.34509,5.42516,1.98348,0.56847,76.52818,-5.597562,-0.375188,0.451097,91.91652,-11.524574,-7.887914,,,,,7.05723,,-15.555432,0.059583,-3.20095,10.99099,-1.27284,50,5.15981,2.67488,-120.64,-4.27061,-4.75376,21.77442,-15.8512,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,b26d98a0-2485-11ec-8991-0d548696f4f1,83.55723,1.54213,,6.4249,,,,-0.99732,1.60479,-0.81243,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:08:40,2021-10-03T16:08:39.7850000-04:00,2021-10-03T20:08:39.7850000Z,GroundBall,v3,471479,471479,,"Roney, Brendan",1000051227,Right,VCU_RAM,6ce54a54-6f30-43de-8f31-a600f93b9bf8,53.9467,-121.35025,10.88721,5.29068,-3.75356,-7.9256,-1.36261,2.82994,-2.37688,,-0.99732,130.84296,,,,,,,,1.60479,-26.93358,,,,,,,,-0.81243,-18.12783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
205,10/3/21,16:11:08,1,1,"Hungate, Chase",10029411,Right,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,6,Top,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.73147,2.763911,-2.597696,2131.437228,279.787059,3:15,3.69463,2.74575,5.55963,-40.97097,-2.51693,21.35005,2.86728,2.09633,78.43197,-4.736967,1.205452,0.446316,,,,,,,,,,,,-11.4402,-1.6337,-2.53563,50,3.90664,4.72748,-124.36554,4.50407,-17.97346,24.20993,-34.7407,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,0b0c5d20-2486-11ec-8991-0d548696f4f1,84.45239,,,7.2995,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:11:08,2021-10-03T16:11:08.4430000-04:00,2021-10-03T20:11:08.4430000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,56a704df-8ec3-49ad-bb39-8863c7fdaa2c,54.94113,-125.32372,12.10497,3.70116,5.87905,-17.37035,-2.73681,5.43884,-8.98673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
206,10/3/21,16:11:20,1,2,"Hungate, Chase",10029411,Right,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,6,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.32609,1.510127,-2.984187,2193.969834,290.075291,3:45,3.74169,2.65949,5.82608,-42.68309,-5.28103,17.45954,1.59083,1.3378,79.43817,-6.312412,0.143572,0.440169,,,,,,,,,,,,-9.7219,-2.7789,-2.42608,50,3.83972,5.82479,-125.38552,1.78747,-15.56327,24.02838,-36.62261,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,120ecc20-2486-11ec-8991-0d548696f4f1,85.63182,,,6.88793,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:11:20,2021-10-03T16:11:20.2970000-04:00,2021-10-03T20:11:20.2970000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,2a2310e0-db5d-4fd7-96b7-71efbbdf14e9,54.67572,-126.27838,12.01419,3.74802,3.14831,-18.31131,-2.65326,6.40309,-7.78163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
207,10/3/21,16:11:33,1,3,"Hungate, Chase",10029411,Right,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,6,Top,0,2,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,86.36836,2.39532,-4.35613,2152.335052,282.418953,3:30,3.63751,2.62339,5.77039,-40.41349,-2.7339,17.65245,2.50654,0.03284,79.00441,-5.02008,-1.207591,0.441799,97.88558,-12.271842,8.641823,,,,,12.6996,,7.950704,0.083211,-10.19426,-1.72181,-2.27373,50,3.81139,8.80724,-125.13839,3.81259,-16.22226,24.41524,-34.91396,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,1965c3c0-2486-11ec-8991-0d548696f4f1,85.31587,2.34141,,7.36395,,,,1.03683,2.53916,0.00264,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:11:33,2021-10-03T16:11:32.5850000-04:00,2021-10-03T20:11:32.5850000Z,GroundBall,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,b249e9fe-0e55-43d2-bdc4-9e0dddcbde1b,54.73075,-126.05801,12.20762,3.64302,5.12765,-17.45698,-2.61697,9.41826,-8.11113,,1.03683,138.69217,,,,,,,,2.53916,-30.51483,,,,,,,,0.00264,21.07878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
208,10/3/21,16:12:02,2,1,"Hungate, Chase",10029411,Right,VCU_RAM,"Barber, Aaron",1000113010,Left,VCU_RAM,Undefined,6,Top,1,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,86.95945,2.298111,-4.096398,2232.524532,282.735298,3:30,3.71144,2.90713,5.77509,-39.77144,-2.69874,16.85777,2.54219,0.49372,79.7015,-4.998058,-1.087841,0.438226,71.2165,-56.11799,11.239534,,,,,3.98543,,-5.68976,0.030627,-9.7256,-1.69787,-2.57897,50,3.87733,8.33808,-126.06895,3.65336,-15.73328,24.38427,-34.92071,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,2aaa6370-2486-11ec-8991-0d548696f4f1,86.01134,1.99787,,7.25794,,,,2.21658,2.6558,-0.74273,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:12:02,2021-10-03T16:12:01.5120000-04:00,2021-10-03T20:12:01.5120000Z,GroundBall,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,66d164bb-4ef0-4a54-829a-aed3b0aca5ab,54.72638,-126.97984,12.19214,3.71649,4.95784,-17.46036,-2.90142,8.9258,-7.86664,,2.21658,57.11285,,,,,,,,2.6558,-86.71365,,,,,,,,-0.74273,11.34961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
209,10/3/21,16:12:30,3,1,"Hungate, Chase",10029411,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,6,Top,2,0,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.68172,2.059487,-3.019762,2192.858449,280.831565,3:15,3.74609,2.70751,5.52584,-40.15152,-2.60453,19.41186,2.32896,1.49951,79.59055,-5.276491,0.435816,0.441021,,,,,,,,,,,,-10.56879,-1.50134,-2.45809,50,3.89844,5.79982,-125.79169,3.03225,-17.03885,24.04228,-34.59449,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,3be08430-2486-11ec-8991-0d548696f4f1,85.46638,,,7.09117,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:12:30,2021-10-03T16:12:30.3750000-04:00,2021-10-03T20:12:30.3750000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,71aea601-0ab2-4899-9d7d-1f68e8aef3c6,54.9752,-126.73902,12.02114,3.7521,4.39537,-17.29724,-2.69984,6.47119,-8.51943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
210,10/3/21,16:12:49,3,2,"Hungate, Chase",10029411,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,6,Top,2,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.17471,1.543369,-4.215501,1915.446027,60.719589,8:00,3.59777,2.83819,5.86534,-48.02282,-1.47378,-4.81957,1.03379,-1.48643,71.84563,-7.228727,-5.07569,0.491051,,,,,,,,,,,,1.45787,-0.735,-2.49334,50,3.695,8.42719,-111.98188,1.52656,1.87618,17.66818,-33.11991,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,46fce840-2486-11ec-8991-0d548696f4f1,76.75867,,,5.32908,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:12:49,2021-10-03T16:12:48.8840000-04:00,2021-10-03T20:12:48.8840000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,39345091-703f-4957-8013-a3eac1718115,54.63532,-112.71086,8.83409,3.60382,2.89305,-16.55995,-2.83944,8.34978,0.93809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
211,10/3/21,16:13:01,3,3,"Hungate, Chase",10029411,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,6,Top,2,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.61211,1.328419,-6.166512,2173.090383,286.041239,3:30,3.71927,2.53423,5.91013,-41.18833,-3.88969,17.39666,1.52728,-1.76168,79.60139,-6.214745,-3.068101,0.43956,,,,,,,,,,,,-10.48449,-1.98602,-2.04766,50,3.80284,12.82566,-125.27623,1.47016,-16.78804,23.5137,-35.35415,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,4e0104f0-2486-11ec-8991-0d548696f4f1,85.75048,,,7.01072,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:13:01,2021-10-03T16:13:00.7870000-04:00,2021-10-03T20:13:00.7870000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,f067ffe6-c37b-4a69-b7f3-21f88c53cf84,54.59126,-126.13504,11.75685,3.72556,2.76143,-17.67708,-2.5273,13.43882,-8.39402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
212,10/3/21,16:13:14,3,4,"Hungate, Chase",10029411,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,6,Top,2,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.53015,1.914706,-3.172348,2202.603952,276.020095,3:15,3.65836,2.83718,5.58477,-38.97309,-1.09634,21.88052,2.20202,1.69511,78.86874,-5.237408,0.726946,0.442953,,,,,,,,,,,,-11.71552,-0.58035,-2.57766,50,3.79857,5.96019,-125.4442,2.7378,-18.6521,25.57961,-33.09805,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,55c20900-2486-11ec-8991-0d548696f4f1,85.0935,,,7.6614,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:13:14,2021-10-03T16:13:13.8450000-04:00,2021-10-03T20:13:13.8450000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,2b3b588e-5a8f-4ab5-9e26-8dab6df94e3d,54.91306,-126.44206,12.78981,3.66658,4.02895,-16.54903,-2.82436,6.68781,-9.32605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
213,10/3/21,16:13:35,3,5,"Hungate, Chase",10029411,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,6,Top,2,3,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.12201,2.656945,-4.962233,2121.506125,277.244648,3:15,3.60975,2.56658,5.8494,-40.33758,-1.43878,21.1208,2.72821,-0.29586,77.46702,-4.768746,-1.194825,0.44889,,,,,,,,,,,,-12.10757,-1.07161,-2.17456,50,3.80313,9.82084,-123.16257,4.33429,-18.59415,24.50098,-33.81978,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,624bb8b0-2486-11ec-8991-0d548696f4f1,83.96818,,,7.65499,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:13:35,2021-10-03T16:13:34.9160000-04:00,2021-10-03T20:13:34.9160000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,bda60281-2804-48c3-a85c-85e7f3eefd8c,54.65069,-124.08429,12.25049,3.61615,5.60659,-16.90989,-2.55718,10.52035,-9.29708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
214,10/3/21,16:13:49,3,6,"Hungate, Chase",10029411,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,6,Top,2,3,2,Slider,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,76.35396,1.960028,-0.850056,1725.076611,83.13886,8:45,3.63642,2.74723,5.34044,-47.89215,0.93646,-4.5367,1.48502,1.57169,70.14273,-6.778804,-1.655964,0.502931,,,,,,,,,,,,2.0328,0.43177,-2.66728,50,3.77901,1.82191,-110.81418,2.19437,2.53427,19.32074,-31.63578,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,6acfbea0-2486-11ec-8991-0d548696f4f1,74.94552,,,6.21124,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:13:49,2021-10-03T16:13:49.1420000-04:00,2021-10-03T20:13:49.1420000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,23dab0d3-3046-437d-a961-c70d08192ff9,55.15731,-111.70975,9.66037,3.64331,3.66077,-15.81789,-2.74901,1.70444,1.26714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
215,10/3/21,16:14:19,4,1,"Hungate, Chase",10029411,Right,VCU_RAM,"Amiss, Logan",1000113082,Left,VCU_RAM,Undefined,6,Top,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.84982,2.333231,-2.426219,2199.809106,279.047757,3:15,3.65379,2.82621,5.57537,-41.52975,-2.09949,21.13336,2.37536,2.3199,77.28014,-5.285962,1.341443,0.451946,,,,,,,,,,,,-11.29835,-1.29847,-2.63115,50,3.82787,4.30856,-123.05946,3.50917,-17.27466,25.08864,-34.15933,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,7ca24670-2486-11ec-8991-0d548696f4f1,83.40039,,,7.56967,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:14:19,2021-10-03T16:14:18.8080000-04:00,2021-10-03T20:14:18.8080000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,bdccef71-21b3-4c7d-961d-eb582158c303,54.92412,-124.05929,12.54432,3.6609,4.8705,-17.07967,-2.81657,4.99699,-8.63733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
216,10/3/21,16:14:35,4,2,"Hungate, Chase",10029411,Right,VCU_RAM,"Amiss, Logan",1000113082,Left,VCU_RAM,Undefined,6,Top,2,1,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.0343,2.191466,-4.853109,2207.592523,278.884479,3:15,3.75646,2.87013,5.71371,-41.09199,-1.92634,20.39281,2.38199,0.03765,77.44318,-5.35179,-1.222394,0.450427,,,,,,,,,,,,-11.65654,-1.17614,-2.47588,50,3.91516,9.59173,-123.06256,3.26375,-17.86426,24.5656,-33.97652,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,86549330-2486-11ec-8991-0d548696f4f1,83.68163,,,7.59112,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,20:14:35,2021-10-03T16:14:35.3780000-04:00,2021-10-03T20:14:35.3780000Z,,v3,471479,471479,,"Gibbs, Casey",10027493,Right,VCU_RAM,a6ca87d1-2a33-4813-8a70-ad0572eeef20,54.78615,-124.01428,12.2828,3.76322,4.58008,-16.98826,-2.8609,10.28384,-8.93213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
